hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask
DOH000000000003490,1364,SAN ANDRES MUNICIPAL HOSPITAL,2020-04-24 13:20:09,2020-04-24 13:20:09,2020-04-24,10,100,25,20,1,25,10,100,0
DOH000000000003752,1983,JESUS M. COLMENARES DISTRICT HOSPITAL,2020-04-25 19:31:32,2020-04-25 19:31:32,2020-04-25,0,2250,500,20,8,0,101,940,0
DOH000000000003762,661,BUKIDNON PROVINCIAL HOSPITAL-MARAMAG,2020-04-18 15:42:52,2020-04-18 15:42:52,2020-04-18,20,1000,300,20,20,10,300,1000,0
DOH000000000003818,526,DUPAX DISTRICT HOSPITAL,2020-04-17 17:04:58,2020-04-17 17:04:58,2020-04-17,20,100,20,20,20,0,25,0,0
DOH000000000003818,1559,DUPAX DISTRICT HOSPITAL,2020-04-24 15:02:46,2020-04-24 15:02:46,2020-04-24,20,100,20,20,20,0,25,0,0
DOH000000000004113,3077,PAGAMUTANG BAYAN NG CARMONA,2020-05-01 15:47:05,2020-05-01 15:47:05,2020-05-01,20,100,100,20,10,100,20,100,20
DOH000000000004162,543,CORADO MEDICAL CLINIC AND HOSPITAL,2020-04-17 17:39:57,2020-04-17 17:39:57,2020-04-17,3,100,30,20,0,0,40,0,10
DOH000000000004297,1491,SAN LUIS DISTRICT HOSPITAL,2020-04-24 14:33:46,2020-04-24 14:33:46,2020-04-24,15,300,15,20,10,5,20,300,15
DOH000000000004320,2394,BAYAMBANG DISTRICT HOSPITAL,2020-05-01 9:21:35,2020-05-01 9:21:35,2020-05-01,0,3000,100,20,20,100,400,2000,40
DOH000000000004426,1191,SIMBULAN STO. NI?O HOSPITAL,2020-04-24 11:16:07,2020-04-24 11:16:07,2020-04-24,14,1709,880,20,30,20,100,600,3
DOH000000000004426,2614,SIMBULAN STO. NI?O HOSPITAL,2020-05-01 11:07:41,2020-05-01 11:07:41,2020-05-01,14,1550,880,20,30,20,100,510,3
DOH000000000004473,1372,"CAMP LAPULAPU STATION HOSPITAL, CENTCOM, AFP",2020-04-24 13:23:05,2020-04-24 13:23:05,2020-04-24,49,163,0,20,0,13,33,650,4
DOH000000000004529,91,"ADVENTIST HOSPITAL-PALAWAN, INC.",2020-04-17 9:53:56,2020-04-17 9:53:56,2020-04-17,0,7200,1693,20,59,0,20,104,43
DOH000000000004529,2131,"ADVENTIST HOSPITAL-PALAWAN, INC.",2020-05-01 7:36:09,2020-05-01 7:36:09,2020-05-01,136,14000,4291,20,13,385,20,107,223
DOH000000000004529,1052,"ADVENTIST HOSPITAL-PALAWAN, INC.",2020-04-24 10:04:25,2020-04-24 10:04:25,2020-04-24,0,10700,4815,20,26,0,20,50,126
DOH000000000004604,2110,ESCOLASTICA ROMERO DISTRICT HOSPITAL,2020-05-01 7:21:34,2020-05-01 7:21:34,2020-05-01,25,900,200,20,15,10,150,25,5
DOH000000000004631,974,BLESSED FAMILY DOCTORS GENERAL HOSPITAL,2020-04-24 9:25:43,2020-04-24 9:25:43,2020-04-24,100,200,300,20,50,0,150,300,100
DOH000000000004668,1938,KAIROS MATERNITY AND GENERAL HOSPITAL,2020-04-25 11:52:46,2020-04-25 11:52:46,2020-04-25,32,3000,228,20,53,0,32,548,6
DOH000000000004702,1709,ALABANG MEDICAL CLINIC,2020-04-24 16:18:02,2020-04-24 16:18:02,2020-04-24,50,1000,20,20,10,20,100,200,10
DOH000000000004798,2409,PAGADIAN CITY MEDICAL CENTER,2020-05-01 9:29:50,2020-05-01 9:29:50,2020-05-01,10,23000,3,20,10,3,100,0,10
DOH000000000004975,641,"ZAMBOANGA PENINSULA MEDICAL CENTER, INC.",2020-04-18 12:08:58,2020-04-18 12:08:58,2020-04-18,36,500,1000,20,28,1000,16,200,42
DOH000000000005148,2314,TAAL POLYMEDIC HOSPITAL AND MEDICAL CENTER,2020-05-01 8:56:08,2020-05-01 8:56:08,2020-05-01,3,9500,150,20,36,40,150,600,0
DOH000000000005179,973,TUAO DISTRICT HOSPITAL,2020-04-24 9:25:36,2020-04-24 9:25:36,2020-04-24,50,500,50,20,30,20,60,40,60
DOH000000000005180,2396,"ISULAN DOCTORS SPECIALIST CENTER, INC.",2020-05-01 9:22:46,2020-05-01 9:22:46,2020-05-01,20,20,20,20,10,20,10,50,20
DOH000000000005225,3073,"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-05-01 15:43:27,2020-05-01 15:43:27,2020-05-01,30,100,20,20,10,20,10,100,20
DOH000000000005304,1312,MANILA NAVAL HOSPITAL,2020-04-24 15:08:31,2020-04-24 12:40:57,2020-04-24,50,100,20,20,10,100,100,100,10
DOH000000000005381,3115,POLOMOLOK MUNICIPAL HOSPITAL,2020-05-01 16:01:15,2020-05-01 16:01:15,2020-05-01,300,3230,397,20,8,14,58,580,354
DOH000000000005381,1543,POLOMOLOK MUNICIPAL HOSPITAL,2020-04-24 14:58:15,2020-04-24 14:58:15,2020-04-24,0,3500,97,20,12,14,48,474,408
DOH000000000005417,1911,"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-25 8:37:07,2020-04-25 8:37:07,2020-04-25,50,600,100,20,50,30,40,300,60
DOH000000000005417,72,"OUR LADY OF MERCY GENERAL HOSPITAL, INC.",2020-04-17 9:33:04,2020-04-17 9:33:04,2020-04-17,145,200,100,20,50,50,20,100,50
DOH000000000005484,1681,OUR LADY OF GRACE HOSPITAL INC.,2020-04-24 15:58:39,2020-04-24 15:58:39,2020-04-24,100,100,50,20,50,50,50,100,50
DOH000000000005569,1339,KANANGA MUNICIPAL HOSPITAL,2020-04-24 12:59:35,2020-04-24 12:59:35,2020-04-24,118,1800,0,20,100,0,10,200,80
DOH000000000005617,356,"SACRED HEART HOSPITAL OF MALOLOS, INC.",2020-04-17 15:05:30,2020-04-17 15:05:30,2020-04-17,100,250,300,20,150,150,400,550,130
DOH000000000005639,1500,QUIRINO PROVINCE MEDICAL CENTER,2020-04-24 14:37:10,2020-04-24 14:37:10,2020-04-24,106,2400,1914,20,197,600,37,0,40
DOH000000000005674,151,LA UNION MEDICAL DIAGNOSTIC CENTER AND HOSPITAL,2020-04-17 11:19:00,2020-04-17 11:19:00,2020-04-17,20,150,90,20,15,50,70,400,20
DOH000000000006039,1807,"MAYOR HILARION A. RAMIRO, SR., MEDICAL CENTER",2020-04-24 17:26:13,2020-04-24 17:26:13,2020-04-24,0,1500,7500,20,0,100,0,60000,1670
DOH000000000006061,2429,PRES. ROXAS PROV'L COMMUNITY HOSP.,2020-05-01 9:36:20,2020-05-01 9:36:20,2020-05-01,20,250,20,20,20,1,20,150,2
DOH000000000006061,1449,PRES. ROXAS PROV'L COMMUNITY HOSP.,2020-04-24 14:12:19,2020-04-24 14:12:19,2020-04-24,20,140,20,20,20,1,20,140,2
DOH000000000006084,1780,TAGIG DOCTORS HOSPITAL,2020-04-24 16:56:51,2020-04-24 16:56:51,2020-04-24,50,100,20,20,10,100,100,100,10
DOH000000000006493,674,Eversley Childs Sanitarium,2020-04-18 18:30:15,2020-04-18 18:30:15,2020-04-18,20,400,160,20,0,0,25,300,20
DOH000000000006493,2471,Eversley Childs Sanitarium,2020-05-01 10:08:30,2020-05-01 9:54:23,2020-05-01,20,48150,38800,20,146,7510,0,69950,3040
DOH000000000006497,253,"DE VERA MEDICAL CENTER, INC.",2020-04-17 13:23:45,2020-04-17 13:23:45,2020-04-17,200,8000,2000,20,0,300,130,3426,300
DOH000000000006502,1995,NODADO GENERAL HOSPITAL,2020-04-26 7:58:21,2020-04-26 7:58:21,2020-04-26,20,20,20,20,10,20,20,30,10
DOH000000000006870,2384,JOWELL GENERAL HOSPITAL,2020-05-01 9:19:34,2020-05-01 9:19:34,2020-05-01,15,200,100,20,8,100,30,150,10
DOH000000000007705,1389,HAPPY VALLEY COMMUNITY HOSPITAL,2020-04-24 13:31:31,2020-04-24 13:31:31,2020-04-24,20,200,20,20,208,20,20,100,50
DOH000000000008483,2426,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.",2020-05-01 9:35:52,2020-05-01 9:35:52,2020-05-01,400,4000,250,20,30,40,20,450,50
DOH000000000024433,1848,ST. CAMILLUS MEDICAL CENTER,2020-04-24 18:46:32,2020-04-24 18:46:32,2020-04-24,70,1200,253,20,25,130,93,600,57
DOH000000000025834,243,UROLOGY CENTER OF THE PHILIPPINES,2020-04-17 13:09:40,2020-04-17 13:09:40,2020-04-17,153,24120,4611,20,75,500,100,5180,127
DOH000000000030187,2241,SAN MATEO INTEGRATED COMMUNITY HOSPITAL,2020-05-01 8:30:15,2020-05-01 8:30:15,2020-05-01,73,100,100,20,108,66,150,50,40
DOH000000000035325,1943,CAPAS MEDICAL CENTER,2020-04-25 12:31:59,2020-04-25 12:31:59,2020-04-25,20,500,30,20,10,100,50,150,15
DOH000000000037753,1441,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",2020-04-24 14:07:38,2020-04-24 14:07:38,2020-04-24,111,13242,1287,20,43,66,311,44634,28
DOH000000000037753,2652,"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",2020-05-01 11:31:45,2020-05-01 11:31:45,2020-05-01,10,12707,1589,20,50,34,348,18703,300
DOH000000000000230,517,LASAM DISTRICT HOSPITAL,2020-04-17 16:53:29,2020-04-17 16:53:29,2020-04-17,30,250,30,25,0,0,25,250,30
DOH000000000000254,289,ILOCOS SUR DISTRICT HOSPITAL - SINAIT,2020-04-17 14:04:08,2020-04-17 14:04:08,2020-04-17,25,150,50,25,0,25,50,4330,0
DOH000000000000403,1568,ALABANG MEDICAL CENTER,2020-04-24 15:12:08,2020-04-24 15:12:08,2020-04-24,20,80,30,25,20,20,50,80,0
DOH000000000000521,1349,DR. TOMAS L. NOLASCO  SR. MEMORIAL HOSPITAL - REPRODUCTIVE H,2020-04-24 13:10:42,2020-04-24 13:10:42,2020-04-24,25,200,25,25,25,25,50,130,25
DOH000000000000619,1106,MATIAS CLINIC AND HOSPITAL,2020-04-24 10:28:36,2020-04-24 10:28:36,2020-04-24,15,200,155,25,15,250,15,100,55
DOH000000000000774,2253,ST. VICTORIA HOSPITAL,2020-05-01 8:34:52,2020-05-01 8:34:52,2020-05-01,23,161,53,25,10,0,26,3606,48
DOH000000000002850,2305,ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-05-01 8:50:33,2020-05-01 8:50:33,2020-05-01,22,350,20,25,30,20,30,150,22
DOH000000000002974,2136,ARAKAN VALLEY DISTRICT HOSPITAL,2020-05-01 7:40:16,2020-05-01 7:40:16,2020-05-01,25,100,25,25,25,2,40,100,0
DOH000000000002994,585,DAVAO DEL NORTE HOSPITAL (KAPALONG  ZONE),2020-04-17 20:25:27,2020-04-17 20:25:27,2020-04-17,25,100,500,25,25,100,50,500,25
DOH000000000003039,1448,ALFONSO SPECIALIST HOSPITAL,2020-04-24 14:11:35,2020-04-24 14:11:35,2020-04-24,50,250,200,25,50,50,50,300,10
DOH000000000003808,2616,"BRENT HOSPITAL AND COLLEGES, INC.",2020-05-01 11:07:54,2020-05-01 11:07:54,2020-05-01,30,300,150,25,30,150,200,200,50
DOH000000000004036,2805,ILOCOS SUR DISTRICT HOSPITAL - NARVACAN,2020-05-01 13:22:05,2020-05-01 13:22:05,2020-05-01,78,150,51,25,25,25,35,53,32
DOH000000000004759,3016,MAMBUSAO DISTRICT HOSPITAL,2020-05-01 15:18:15,2020-05-01 15:18:15,2020-05-01,25,2700,25,25,0,25,171,2850,136
DOH000000000004759,1878,MAMBUSAO DISTRICT HOSPITAL,2020-04-24 21:48:48,2020-04-24 21:48:48,2020-04-24,25,2900,25,25,90,25,71,3100,139
DOH000000000005060,503,IMMACULATE CONCEPCION POLYCLINIC AND HOSPITAL INC,2020-04-17 16:38:50,2020-04-17 16:38:50,2020-04-17,63,200,63,25,63,25,63,200,0
DOH000000000005565,1749,"ST. PAUL HOSPITAL BULACAN, INC.",2020-04-24 16:37:26,2020-04-24 16:37:26,2020-04-24,170,300,300,25,170,60,160,500,65
DOH000000000007505,2468,CLINICA OZARAGA DOCTORS HOSPITAL,2020-05-01 9:52:57,2020-05-01 9:52:57,2020-05-01,12,500,300,25,9,6,30,200,35
DOH000000000023749,2513,MEXICO COMMUNITY HOSPITAL,2020-05-01 10:18:07,2020-05-01 10:18:07,2020-05-01,10,500,500,25,25,0,30,100,100
DOH000000000025676,2886,"GRACE GENERAL HOSPITAL, INC.",2020-05-01 14:13:29,2020-05-01 14:13:29,2020-05-01,0,500,3,25,100,400,0,300,0
DOH000000000031935,2684,"SAN FRANCISCO DOCTORS HOSPITAL, INC.",2020-05-01 11:45:41,2020-05-01 11:45:41,2020-05-01,30,2000,400,25,60,25,100,1000,10
DOH000000000038482,1803,DR. JOSE RIZAL DISTRICT HOSPITAL,2020-04-24 17:18:19,2020-04-24 17:18:19,2020-04-24,37,147,126,25,17,52,62,125,149
DOH000000000038482,422,DR. JOSE RIZAL DISTRICT HOSPITAL,2020-04-17 15:44:47,2020-04-17 15:44:47,2020-04-17,37,147,126,25,17,52,62,125,149
DOH000000000000260,1737,SANTA CRUZ DISTRICT HOSPITAL,2020-04-24 16:31:59,2020-04-24 16:31:59,2020-04-24,65,500,15,30,18,300,30,75,0
DOH000000000000264,525,CONG. SIMEON G. TORIBIO MEMORIAL HOSPITAL,2020-04-17 17:03:32,2020-04-17 17:03:32,2020-04-17,4,47,100,30,0,0,30,0,0
DOH000000000000424,1985,"GOVERNOR NIEL D. TUPAS, SR. DISTRICT HOSPITAL",2020-04-25 19:35:30,2020-04-25 19:35:30,2020-04-25,0,3350,178,30,8,1,46,1450,3
DOH000000000000426,2385,Basilan General Hospital,2020-05-01 9:19:43,2020-05-01 9:19:43,2020-05-01,75,1500,470,30,301,500,77,1634,671
DOH000000000000467,2550,A. DE LA CRUZ MATERNITY HOSPITAL,2020-05-01 10:36:40,2020-05-01 10:36:40,2020-05-01,30,200,200,30,30,30,30,200,20
DOH000000000000574,1967,ILIGAN MEDICAL CENTER HOSPITAL,2020-04-25 15:36:04,2020-04-25 15:36:04,2020-04-25,30,500,50,30,5,70,30,100,20
DOH000000000000597,2318,KAPATAGAN PROVINCIAL HOSPITAL,2020-05-01 8:56:54,2020-05-01 8:56:54,2020-05-01,0,500,70,30,4,0,70,0,50
DOH000000000000616,2795,"LA VI?A GENERAL HOSPITAL, INC.",2020-05-01 13:11:55,2020-05-01 13:11:55,2020-05-01,5,300,30,30,40,0,50,0,0
DOH000000000000616,1530,"LA VI?A GENERAL HOSPITAL, INC.",2020-04-24 14:51:06,2020-04-24 14:51:06,2020-04-24,30,200,30,30,40,0,50,30,0
DOH000000000000684,49,"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",2020-04-17 8:38:33,2020-04-17 8:38:33,2020-04-17,50,12500,730,30,100,40,5,11500,100
DOH000000000000684,2194,"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",2020-05-01 8:15:14,2020-05-01 8:15:14,2020-05-01,50,11500,620,30,100,80,5,11000,72
DOH000000000000684,851,"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",2020-04-24 8:39:01,2020-04-24 8:39:01,2020-04-24,50,12000,680,30,100,80,5,11250,95
DOH000000000000745,3022,SEN. GERARDO ROXAS MEMORIAL DISTRICT HOSPITAL,2020-05-01 15:21:01,2020-05-01 15:21:01,2020-05-01,89,729,1860,30,149,89,367,605,190
DOH000000000000745,1880,SEN. GERARDO ROXAS MEMORIAL DISTRICT HOSPITAL,2020-04-24 21:56:19,2020-04-24 21:56:19,2020-04-24,79,729,2200,30,86,79,159,750,126
DOH000000000000760,1033,ST. DOMINIC MEDICAL CENTER INC.,2020-04-24 9:54:13,2020-04-24 9:54:13,2020-04-24,183,15450,919,30,29,433,164,919,207
DOH000000000000791,2363,TAPAZ DISTRICT HOSPITAL,2020-05-01 9:10:45,2020-05-01 9:10:45,2020-05-01,150,20000,100,30,25,50,100,3800,100
DOH000000000000791,1946,TAPAZ DISTRICT HOSPITAL,2020-04-25 12:45:19,2020-04-25 12:45:19,2020-04-25,150,20000,100,30,20,50,100,4000,100
DOH000000000001819,385,NORTHERN PALAWAN PROVINCIAL HOSPITAL,2020-04-17 15:27:54,2020-04-17 15:27:54,2020-04-17,7,300,6,30,51,6,15,46,40
DOH000000000001898,927,AGLIPAY DISTRICT HOSPITAL,2020-04-24 9:07:03,2020-04-24 9:07:03,2020-04-24,4,300,4,30,54,4,46,26,50
DOH000000000002172,1945,"PERPETUAL SUCCOUR HOSPITAL OF CEBU, INC.",2020-04-25 12:36:13,2020-04-25 12:36:13,2020-04-25,139,20000,2000,30,354,2180,1100,1895,750
DOH000000000002462,462,SIPOCOT DISTRICT HOSPITAL,2020-04-17 16:06:43,2020-04-17 16:06:43,2020-04-17,15,1100,200,30,10,0,150,300,40
DOH000000000002462,1660,SIPOCOT DISTRICT HOSPITAL,2020-04-24 15:50:17,2020-04-24 15:50:17,2020-04-24,15,1200,180,30,10,10,100,400,30
DOH000000000002462,2999,SIPOCOT DISTRICT HOSPITAL,2020-05-01 15:14:43,2020-05-01 15:14:43,2020-05-01,20,1000,150,30,30,10,100,200,100
DOH000000000002575,1405,DAVO ORIENTAL PROV'L HOSP.-CATEEL,2020-04-24 13:39:39,2020-04-24 13:39:39,2020-04-24,0,60,30,30,30,0,50,0,30
DOH000000000002748,64,DR. DAMIAN REYES PROVINCIAL HOSPITAL,2020-04-17 9:07:04,2020-04-17 9:07:04,2020-04-17,20,200,50,30,200,20,30,150,100
DOH000000000002929,1301,DR. APOLLO DUQUE MEMORIAL HOSPITAL,2020-04-24 12:35:20,2020-04-24 12:35:20,2020-04-24,30,30,30,30,30,30,30,30,30
DOH000000000002952,1520,CABA DISTRICT HOSPITAL,2020-04-24 14:47:24,2020-04-24 14:47:24,2020-04-24,50,230,883,30,27,4,8,1179,62
DOH000000000002961,2650,CORTES MUNICIPAL HOSPITAL,2020-05-01 11:31:40,2020-05-01 11:31:40,2020-05-01,3,30,30,30,10,30,30,60,20
DOH000000000002995,2418,OSPITAL NG PARAÑAQUE,2020-05-01 9:33:25,2020-05-01 9:33:25,2020-05-01,50,300,150,30,120,120,50,150,150
DOH000000000003075,2618,LABUAN GENERAL HOSPITAL,2020-05-01 11:09:02,2020-05-01 11:09:02,2020-05-01,30,500,400,30,140,120,10,600,380
DOH000000000003314,623,MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-18 9:11:39,2020-04-18 9:11:39,2020-04-18,100,1000,400,30,100,300,100,600,800
DOH000000000003351,1130,LUNA GOCO MEDICAL CENTER,2020-04-24 10:40:46,2020-04-24 10:40:46,2020-04-24,50,300,30,30,20,30,25,100,25
DOH000000000003351,261,LUNA GOCO MEDICAL CENTER,2020-04-17 13:31:46,2020-04-17 13:31:46,2020-04-17,69,200,69,30,15,69,20,150,20
DOH000000000003374,1484,WESTERN PANGASINAN DISTRICT HOSPITAL,2020-04-24 14:28:51,2020-04-24 14:28:51,2020-04-24,0,400,100,30,30,90,25,200,30
DOH000000000003490,305,SAN ANDRES MUNICIPAL HOSPITAL,2020-04-17 14:24:04,2020-04-17 14:24:04,2020-04-17,15,200,50,30,1,50,20,200,15
DOH000000000003542,992,DIVINE WORD HOSPITAL,2020-04-24 9:32:43,2020-04-24 9:32:43,2020-04-24,150,25000,0,30,60,280,50,11350,1217
DOH000000000003757,834,NAGUILIAN DISTRICT HOSPITAL,2020-04-24 8:30:48,2020-04-24 8:30:48,2020-04-24,107,7800,186,30,0,0,191,6250,96
DOH000000000004608,2620,BERACHAH MEDICAL CLINIC,2020-05-01 11:10:50,2020-05-01 11:10:50,2020-05-01,50,200,500,30,30,200,20,400,50
DOH000000000004700,1824,"ANGELES MEDICAL CENTER, INC.",2020-04-24 17:46:11,2020-04-24 17:46:11,2020-04-24,50,1200,500,30,70,0,200,3000,70
DOH000000000004702,2898,ALABANG MEDICAL CLINIC,2020-05-01 14:19:57,2020-05-01 14:19:57,2020-05-01,30,400,50,30,10,20,100,300,20
DOH000000000004760,2789,MANANGAN CLINIC AND HOSPITAL,2020-05-01 13:06:10,2020-05-01 13:06:10,2020-05-01,2,300,0,30,0,20,10,150,3
DOH000000000004863,1440,PADRE BURGOS COMMUNITY HOSPITAL,2020-04-24 14:07:31,2020-04-24 14:07:31,2020-04-24,10,300,0,30,0,200,0,0,0
DOH000000000005148,693,TAAL POLYMEDIC HOSPITAL AND MEDICAL CENTER,2020-04-19 14:28:35,2020-04-19 14:28:35,2020-04-19,50,20,50,30,30,55,50,5,0
DOH000000000005157,2091,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - MAGSAYSAY,2020-05-01 7:00:59,2020-05-01 7:00:59,2020-05-01,25,350,400,30,40,35,60,1500,220
DOH000000000005199,316,"ST. JOHN HOSPITAL, INC.",2020-04-17 14:41:22,2020-04-17 14:41:22,2020-04-17,40,8000,50,30,32,50,170,500,12
DOH000000000005202,395,CAMIGUIN GENERAL HOSPITAL,2020-04-17 15:32:46,2020-04-17 15:32:46,2020-04-17,30,100,0,30,3,0,20,100,30
DOH000000000005202,1114,CAMIGUIN GENERAL HOSPITAL,2020-04-24 10:32:37,2020-04-24 10:32:37,2020-04-24,30,100,0,30,10,0,20,100,30
DOH000000000005202,2777,CAMIGUIN GENERAL HOSPITAL,2020-05-01 12:57:45,2020-05-01 12:57:45,2020-05-01,36,100,0,30,10,0,24,200,30
DOH000000000005304,1910,MANILA NAVAL HOSPITAL,2020-04-25 8:32:56,2020-04-25 8:32:56,2020-04-25,318,38,490,30,304,11,60,1146,10
DOH000000000005569,2500,KANANGA MUNICIPAL HOSPITAL,2020-05-01 10:09:36,2020-05-01 10:09:36,2020-05-01,100,700,0,30,50,11,50,700,60
DOH000000000005932,285,TABLAS ISLAND DISTRICT HOSPITAL,2020-04-17 13:54:10,2020-04-17 13:54:10,2020-04-17,30,30,30,30,30,30,30,450,50
DOH000000000005932,1845,TABLAS ISLAND DISTRICT HOSPITAL,2020-04-24 18:33:11,2020-04-24 18:33:11,2020-04-24,30,30,30,30,30,30,30,450,50
DOH000000000005950,876,CAMP AQUINO STATION HOSPITAL,2020-04-24 8:48:15,2020-04-24 8:48:15,2020-04-24,30,2000,30,30,25,0,30,500,77
DOH000000000006003,1026,"CAPITOL UNIVERSITY MEDICAL CENTER FOUNDATION OF CAGAYAN, INC",2020-04-24 9:48:44,2020-04-24 9:48:44,2020-04-24,50,5000,200,30,200,200,100,1000,100
DOH000000000006003,2530,"CAPITOL UNIVERSITY MEDICAL CENTER FOUNDATION OF CAGAYAN, INC",2020-05-01 10:23:04,2020-05-01 10:23:04,2020-05-01,50,5000,200,30,200,200,100,1000,100
DOH000000000006019,1915,J. CABAHUG HOSPITAL,2020-04-25 8:57:26,2020-04-25 8:57:26,2020-04-25,10,300,50,30,90,10,98,2500,30
DOH000000000006567,2585,ALFREDO E. MARA?ON SR. MEMORIAL DISTRICT HOSPITAL,2020-05-01 10:52:20,2020-05-01 10:52:20,2020-05-01,30,800,900,30,13,30,6,200,30
DOH000000000006868,2132,MARCELO-PADILLA CHILDREN?S AND MEDICAL HOSPITAL CORPORATION,2020-05-01 7:36:34,2020-05-01 7:36:34,2020-05-01,50,100,50,30,20,50,45,50,20
DOH000000000006878,1231,ESPERANZA MEDICARE COMMUNITY HOSPITAL,2020-04-24 11:37:01,2020-04-24 11:37:01,2020-04-24,10,1000,100,30,26,0,30,100,70
DOH000000000007485,2758,SAN JOSE CITY GENERAL HOSPITAL,2020-05-01 12:42:07,2020-05-01 12:42:07,2020-05-01,20,1000,300,30,100,100,200,2000,50
DOH000000000007705,2275,HAPPY VALLEY COMMUNITY HOSPITAL,2020-05-01 8:41:03,2020-05-01 8:41:03,2020-05-01,40,300,100,30,10,40,25,150,50
DOH000000000008483,1145,"DR. RONALD P. GUZMAN MEDICAL CENTER, INC.",2020-04-24 10:46:52,2020-04-24 10:46:52,2020-04-24,450,5000,300,30,20,50,30,600,50
DOH000000000016768,2678,SAN JOSE DISTRICT HOSPITAL,2020-05-01 11:41:47,2020-05-01 11:41:47,2020-05-01,31,727,28,30,31,27,49,220,85
DOH000000000025676,1251,"GRACE GENERAL HOSPITAL, INC.",2020-04-24 11:51:27,2020-04-24 11:51:27,2020-04-24,10,400,300,30,50,500,0,2800,5
DOH000000000025679,1659,LA CONSOLACION UNIVERSITY GENERAL HOSPITAL,2020-04-24 15:50:13,2020-04-24 15:50:13,2020-04-24,30,200,100,30,30,30,10,100,10
DOH000000000025838,2764,VT MATERNITY HOSPITAL,2020-05-01 12:50:33,2020-05-01 12:50:33,2020-05-01,14,100,100,30,50,25,50,100,0
DOH000000000030198,2657,INDIGINEOUS PEOPLES HOSPITAL FOUNDATION OF THE DIOCESE OF BA,2020-05-01 11:33:46,2020-05-01 11:33:46,2020-05-01,730,47353,868,30,135,850,40,11350,107
DOH000000000030198,481,INDIGINEOUS PEOPLES HOSPITAL FOUNDATION OF THE DIOCESE OF BA,2020-04-17 16:22:49,2020-04-17 16:22:49,2020-04-17,887,46600,2155,30,105,1270,545,7700,100
DOH000000000038008,86,SALUBRIS INC.,2020-04-17 9:45:18,2020-04-17 9:45:18,2020-04-17,20,1000,1500,30,30,0,100,200,0
DOH000000000038153,2095,OSPITAL NG LUNGSOD NG SAN JOSE,2020-05-01 7:08:36,2020-05-01 7:08:36,2020-05-01,100,500,50,30,100,0,30,300,0
DOH000000000038401,1174,"CONGRESSMAN ENRIQUE ""HENRY"" M. COJUANGCO MEMORIAL DISTRICT H",2020-04-24 11:00:15,2020-04-24 11:00:15,2020-04-24,56,33,398,30,177,224,280,5100,311
DOH000000000000260,474,SANTA CRUZ DISTRICT HOSPITAL,2020-04-17 16:17:58,2020-04-17 16:17:58,2020-04-17,50,600,30,35,22,200,45,50,5
DOH000000000000399,1949,"NUEVA ECIJA DOCTORS? HOSPITAL, INC.",2020-04-25 13:02:02,2020-04-25 13:02:02,2020-04-25,60,2100,2900,35,90,20,250,200,25
DOH000000000000770,1580,ST. MARTIN'S MISSION HOSPITAL,2020-04-24 15:18:08,2020-04-24 15:18:08,2020-04-24,5,1500,325,35,88,347,94,600,109
DOH000000000001377,504,STA. ANA COMMUNITY HOSPITAL,2020-04-17 16:38:54,2020-04-17 16:38:54,2020-04-17,35,200,100,35,2,0,19,900,280
DOH000000000001377,1227,STA. ANA COMMUNITY HOSPITAL,2020-04-24 11:34:43,2020-04-24 11:34:43,2020-04-24,35,200,100,35,2,0,19,870,259
DOH000000000001377,2784,STA. ANA COMMUNITY HOSPITAL,2020-05-01 13:02:00,2020-05-01 13:02:00,2020-05-01,35,200,100,35,2,0,19,840,238
DOH000000000001892,1257,"IMMACULATE CONCEPTION MEDICAL CENTER OF CENTRAL LUZON, INC.",2020-04-24 11:56:22,2020-04-24 11:56:22,2020-04-24,1,1735,810,35,69,16,186,3050,39
DOH000000000002132,2254,MANGATAREM DISTRICT HOSPITAL,2020-05-01 8:34:53,2020-05-01 8:34:53,2020-05-01,52,4600,320,35,150,300,220,4550,97
DOH000000000003552,1214,LA PAZ MEDICARE AND COMMUNITY HOSPITAL,2020-04-24 11:29:23,2020-04-24 11:29:23,2020-04-24,30,100,25,35,60,25,60,150,100
DOH000000000003716,2541,"MERCY COMMUNITY HOSPITAL, INC.",2020-05-01 10:31:04,2020-05-01 10:31:04,2020-05-01,38,5350,348,35,0,375,8,1325,26
DOH000000000003868,2256,GUIMBA DISTRICT HOSPITAL,2020-05-01 8:35:49,2020-05-01 8:35:49,2020-05-01,35,4,16,35,30,30,39,400,14
